,education_id,user_id,is_bad_user_v1,is_bad_user_v2,is_platform_user,uri,campus,startdate,enddate,degree,degree_level,field,sequenceno,degree_raw,field_raw,campus_cleaned,university_priname_usa,university_priname_world,university_priname,university_name,universityurl,universityuri,location_country,university_location,campus_country_v1,university_country,world_rank,us_rank,rsid,school_name,parent_rsid,parent_school_name,school_prestige,description
1694,-7842345061603093005,1041458648,False,False,False,linkedin.com/in/elijah-n-5519b2253,Fordham University,2008-01-01,2012-01-31,Master,4,Engineering,1,Master's degree,Computer Science,fordham university,Fordham University,,Fordham University,Fordham University,https://www.linkedin.com/school/fordham-university/,linkedin.com/school/fordham-university,United States,"New York, NY",United States,United States,,184.0,-952960.0,fordham university,-952960.0,fordham university,-0.400776,
1695,-953448138100213708,184390191,False,False,False,linkedin.com/in/ascese-conseil-1b78b1bb,Université Paris Dauphine- PSL,2003-01-01,2005-01-31,Master,4,Marketing,1,Master 2 (M2),Communication Marketing et Stratégies,université paris dauphine psl,,,Université Paris Dauphine,Université Paris Dauphine,,,,,France,,,,-1252836.0,université paris dauphine psl,-1252836.0,université paris dauphine,-0.396728,
1696,7634798585819126066,731827278,False,False,False,linkedin.com/in/zo%C3%AB-leeds,University of Wisconsin-Madison,,,empty,0,empty,3,,,university of wisconsin madison,University of Wisconsin-Madison,University of Wisconsin-Madison,University of Wisconsin Madison,University of Wisconsin Madison,,,United States,"Madison, WI",United States,,49.0,65.0,-198752.0,university of wisconsin madison,-198752.0,university of wisconsin madison,0.965702,
1697,8045461428323715783,66824871,False,False,False,linkedin.com/in/lisa-pagano-young-84025615,Ramapo College of New Jersey,2003-01-01,2008-01-31,Bachelor,3,Accounting,1,Bachelor's degree,Accounting and Business/Management,ramapo college of new jersey,Ramapo College of New Jersey,,Ramapo College of New Jersey,Ramapo College of New Jersey,,,United States,"Mahwah, nj",United States,United States,,574.0,-151509.0,ramapo college of new jersey,-151509.0,ramapo college of new jersey,-0.785786,
1698,-3760777213623957844,303451107,False,False,False,linkedin.com/in/pedrocrespo86,San Francisco State University,2009-01-01,2011-01-31,empty,0,empty,1,,,san francisco state university,San Francisco State University,,San Francisco State University,San Francisco State University,,,United States,"San Francisco, ca",United States,United States,,478.0,-533462.0,san francisco state university,-533462.0,san francisco state university,-0.605584,
1699,7244571761976110318,572056926,False,False,False,linkedin.com/in/shizhan,University of Southern California,2007-01-01,2010-01-31,empty,0,empty,1,,,university of southern california,University of Southern California,University of Southern California,USC Gould School of Law,USC Gould School of Law,,,United States,"Los Angeles, CA",United States,,53.0,19.0,-1192284.0,university of southern california,-1192284.0,university of southern california,0.96803,Graduated cum laude
1700,1521035919206611477,506754703,False,False,False,linkedin.com/in/margaritarojas,General Assembly,2015-01-01,2015-01-01,empty,0,empty,2,SQL Bootcamp,,general assembly,,,,general assembly,,,,,United States,,,,-610241.0,general assembly,-610241.0,,-0.243236,
1701,-5484092727372553660,98544542,False,False,False,linkedin.com/in/will-haynes-99642821,University of Virginia School of Law,,,Doctor,6,Law,2,Juris Doctor,Law,university of virginia school of law,,,University of Virginia School of Law,University of Virginia School of Law,https://www.linkedin.com/school/uvalaw/,linkedin.com/school/uvalaw,,,United States,,,,-643787.0,university of virginia school of law,-748401.0,university of virginia,,
1702,-1167277300440875958,64178825,False,False,False,linkedin.com/in/priyabathija,University of Mumbai,,,Bachelor,3,Engineering,1,Bachelor of Engineering (BE),,university of mumbai,,University of Mumbai,Symbiosis International University,Symbiosis International University,https://www.linkedin.com/school/symbiosis-international-university/,linkedin.com/school/symbiosis-international-university,,,India,India,1288.0,,-447427.0,university of mumbai,-447427.0,university of mumbai,0.764306,
1703,6266209097068852102,1025222441,False,False,False,linkedin.com/in/sabiri-oulhyan-8a09a2258,Université de Bordeaux,2014-01-01,2021-01-01,empty,0,empty,1,,,université de bordeaux,,University of Bordeaux,University of Bordeaux ,University of Bordeaux ,https://fr.linkedin.com/school/universite-de-bordeaux/,linkedin.com/school/universite-de-bordeaux,France,Talence Cedex,France,,409.0,,-1004765.0,université de bordeaux,-1004765.0,université de bordeaux,0.868448,
1704,9221753765166704039,2000549981,False,False,False,linkedin.com/in/kikui-40047615b,Hirosaki University,1994-01-01,1998-01-31,Bachelor,3,empty,2,Bachelor of Arts,French Literature,hirosaki university,,,Hirosaki University,Hirosaki University,,,,,,Japan,,,,,,,,
1705,705469658787705613,878390201,False,False,False,linkedin.com/in/madmcw,Lake Forest Academy,2012-01-01,2016-01-31,empty,0,empty,1,,,lake forest academy,,,,lake forest academy,,,,,,,,,-528299.0,lake forest academy,-528299.0,,-0.070848,
1706,6327711165558807696,842379480,False,False,False,linkedin.com/in/johnny-lane-766b44109,Ohio University,,,empty,0,empty,2,BSJ,E.W. Scripps School of Journalism,ohio university,Ohio University (Main campus),Ohio University (Main campus),Ohio University,Ohio University,https://www.linkedin.com/school/ohio-university/,linkedin.com/school/ohio-university,United States,"Athens, Ohio",United States,United States,744.0,469.0,-254912.0,ohio university,-254912.0,ohio university,0.865374,Activities and Societies: Ski Club | IMAGO
1707,-6847293840180971946,409103852,False,False,False,linkedin.com/in/ainhoarico,ILERNA FP Online,2019-01-01,2021-01-01,empty,0,Education,5,Vocational Education,Early Childhood Education and Teaching,ilerna fp online,,,,ilerna fp online,,,,,Spain,,,,-265230.0,ilerna fp online,-265230.0,,-0.42636,
1708,7572168190473821333,679777470,False,False,False,linkedin.com/in/dana-barrett-53830616,The Wharton School,,,MBA,5,Business,2,MBA,Healthcare Management,the wharton school,,,The Wharton School,The Wharton School,https://www.linkedin.com/school/the-wharton-school/,linkedin.com/school/the-wharton-school,,,United States,,,,-147955.0,the wharton school,-922207.0,university of pennsylvania,,
1709,-2500966393495969503,707934390,False,False,False,linkedin.com/in/ihtisham-ali-consultant,Capital University of Science & Technology,2019-01-01,2021-01-31,Master,4,Business,1,Master's degree,"Business, Management, Marketing, and Related Support Services",capital university of science technology,,,,capital university of science technology,,,,,,,,,-6892.0,capital university of science technology,-6892.0,capital university of science and technology,-0.786124,
1710,-8671759307840908485,508654145,False,False,False,linkedin.com/in/susanne-weisbrodt-9a01a531,OLG Lübeck,1999-01-01,2001-01-31,empty,0,empty,3,2. Staatsexamen,Jura,olg lübeck,,,,olg lübeck,,,,,,,,,,,,,,
1711,9173412117180250332,262916022,False,False,False,linkedin.com/in/dianelpalmer,Georgia State University,,,Bachelor,3,Education,1,Bachelor's,Instrumental Music Education,georgia state university,Georgia State University,Georgia State University,Georgia State University,Georgia State University,https://www.linkedin.com/school/georgiastateuniversity/,linkedin.com/school/georgiastateuniversity,United States,"Atlanta, GA",United States,United States,436.0,526.0,-726917.0,georgia state university,-726917.0,georgia state university,0.929054,
1712,6463208346322267949,567360369,False,False,False,linkedin.com/in/joeysoriano,San Diego State University-California State University,,,Bachelor,3,empty,2,BA,"Communications, Advertising",san diego state university california state university,San Diego State University,San Diego State University,San Diego State University,San Diego State University,,,,,,United States,770.0,275.0,-668120.0,san diego state university,-668120.0,san diego state university,0.859556,
1713,-3577251379105024853,603848030,False,False,False,linkedin.com/in/davidkoszka,Gestalt Center for Organizational and Systems Development,2011-01-01,2012-01-31,empty,0,empty,3,,,gestalt center for organizational and systems development,,,,gestalt center for organizational and systems development,,,,,,,,,,,,,,
1714,7894216779700253998,141542538,False,False,False,linkedin.com/in/taimengliu,University of Waterloo,2014-01-01,2019-01-31,empty,0,empty,1,,,university of waterloo,,University of Waterloo,University of Waterloo,University of Waterloo,,,Canada,"Waterloo, Ontario",Canada,Canada,247.0,,-1221517.0,university of waterloo,-1221517.0,university of waterloo,0.966552,
1715,6110947255443323078,480748954,False,False,False,linkedin.com/in/joseph-a-green-jr-8b618326,Parkland College,2007-01-01,2009-01-31,empty,0,empty,1,,,parkland college,,,Parkland College,Parkland College,,,United States,"Champaign, IL",United States,,,,-21594.0,parkland college,-21594.0,parkland college,-0.637864,
1716,-7483092077445419766,414937684,False,False,False,linkedin.com/in/erikwihlborg,Universiti Teknologi Kreatif Limkokwing,2008-01-01,2009-01-31,empty,0,empty,2,,,universiti teknologi kreatif limkokwing,,,,universiti teknologi kreatif limkokwing,,,,,,,,,-374010.0,limkokwing university of creative technology,-374010.0,universiti teknologi kreatif limkokwing,-0.796008,
1717,-2412439433186506931,2009806060,False,False,False,linkedin.com/in/aaron-julie-1ba547267,University of Oregon - Charles H. Lundquist College of Business,,,empty,0,empty,2,"BA, Marketing, Chinese",,university of oregon charles h lundquist college of business,,,University of Oregon Charles H. Lundquist College of Business,University of Oregon Charles H. Lundquist College of Business,,,,,United States,,,,-159709.0,university of oregon charles h lundquist college of business,-144190.0,university of oregon,,Grade: 3.89Grade: 3.89+#1 Nominee for the Leadership Award out of 450+ students for the Class of 2011 (voted by the graduate school professors)+Full-time MBA program while working full-time (60+hour work week)
1718,-8749836388328742130,630167650,False,False,False,linkedin.com/in/sihaoliu,University of Waterloo,2014-01-01,2019-01-31,empty,0,empty,2,,,university of waterloo,,University of Waterloo,University of Waterloo,University of Waterloo,https://ca.linkedin.com/school/uwaterloo/,linkedin.com/school/uwaterloo,Canada,"Waterloo, Ontario",Canada,Canada,247.0,,-1221517.0,university of waterloo,-1221517.0,university of waterloo,0.966552,Interesting Courses Concurrency Operating Systems Game Theory Portfolio Optimization Introduction to Artificial Intelligence
1719,-5232134985977353789,617284815,False,False,False,linkedin.com/in/leoul-samson-a0401011b,University of San Francisco,2005-01-01,2009-01-31,empty,0,empty,1,,,university of san francisco,University of San Francisco,,University of San Francisco,University of San Francisco,,,United States,"San Francisco, CA",United States,United States,,157.0,-191419.0,university of san francisco,-191419.0,university of san francisco,-0.426856,
1720,1079551275561339330,424097947,False,False,False,linkedin.com/in/hailey-hyelin-park,Universidad de Costa Rica,2016-01-01,2016-01-31,empty,0,empty,2,Other,Spanish Language and Literature,universidad de costa rica,,University of Costa Rica,Universidad de Costa Rica,Universidad de Costa Rica,,,Costa Rica,"San José, San Pedro de Montes de Oca",Costa Rica,Costa Rica,523.0,,-479424.0,universidad de costa rica ucr,-479424.0,universidad de costa rica,0.878382,"▪ One-year exchange program at the ANU in Canberra, Australia ▪ Relevant Coursework: Macroeconomics, Issues in International Political Economy, Leadership and Diplomacy, etc."
1721,-72538016035441737,550273753,False,False,False,linkedin.com/in/stephaniebui430,Copenhagen Business School,,,empty,0,Business,2,Exchange (GLOBE Program),International Business,copenhagen business school,,Copenhagen Business School,Copenhagen Business School,Copenhagen Business School,https://www.linkedin.com/school/copenhagen-business-school/,linkedin.com/school/copenhagen-business-school,,,Denmark,,210.0,,-738080.0,copenhagen business school,-738080.0,handelshøjskolen i københavn,0.952696,
1722,-8513869816990360253,400108181,False,False,False,linkedin.com/in/20sandeepgupta,"IILM University, Gurugram",,,MBA,5,Business,3,Master of Business Administration - MBA,Marketing and Business Analytics,iilm university gurugram,,,,iilm university gurugram,https://www.linkedin.com/school/iilm-university-gurugram/,linkedin.com/school/iilm-university-gurugram,,,India,,,,-4157747.0,iilm university gurugram,-4157747.0,,-0.874938,
1723,7425681734190403554,233695154,False,False,False,linkedin.com/in/ivycodes,Stanford University,2018-01-01,2020-01-01,Master,4,Engineering,2,Master of Science - MS,Computer Science,stanford university,Stanford University,Stanford University,Stanford University,Stanford University,https://www.linkedin.com/school/stanford-university/,linkedin.com/school/stanford-university,United States,"Stanford, CA",United States,United States,2.0,4.0,-237244.0,stanford university,-237244.0,stanford university,0.972616,
1724,4954297854445592814,281334136,False,False,False,linkedin.com/in/markmanglicmot,,2002-01-01,2006-01-31,empty,0,empty,1,,,,,,,,,,,,,,,,,,,,,
1725,-5046633495880101410,1062705598,False,False,False,linkedin.com/in/marlynfusek,University of Victoria,,,Master,4,empty,2,MA,,university of victoria,,University of Victoria,University of Victoria,University of Victoria,,,Malta,"Victoria, BC",Canada,Canada,399.0,,-702156.0,university of victoria,-702156.0,university of victoria,0.95636,
1726,-8212013184396379798,2005945788,False,False,False,linkedin.com/in/kayla-vatalaro-582b2526,Northeastern University,,,empty,0,empty,1,,"Neuroscience, Women's Studies",northeastern university,Northeastern University,Northeastern University,Northeastern University,Northeastern University,,,United States,"Boston, MA",United States,United States,924.0,86.0,-903758.0,northeastern university,-903758.0,northeastern university,0.846246,
1727,7314538693942730172,458575735,False,False,False,linkedin.com/in/chenmingtang,"University of California, Berkeley",,,Bachelor,3,Economics,2,,BA in Economics with Distinction,university of california berkeley,"University of California, Berkeley","University of California, Berkeley",University of California Berkeley,University of California Berkeley,,,United States,"Berkeley, CA",United States,,7.0,34.0,-922326.0,university of california berkeley,-922326.0,university of california berkeley,0.969104,"SAT 1550/1600, TOEFL 114/120, IB 44/45 (world top 0.3%) Extended Essay on categorizing China’s smartphone industry based on theories of the firm."
1728,-7515192493673226455,137883532,False,True,False,linkedin.com/in/esin-balmum-8ba9589b,Leadership High School,,,empty,0,empty,1,,,leadership high school,,,,leadership high school,,,,,United States,,,,-39288.0,leadership high school,-39288.0,,-0.779076,
1729,-2503076614951022646,152530276,False,False,False,linkedin.com/in/joannaruthmiller,Università degli Studi di Padova,2007-01-01,,empty,0,empty,1,Language and Liberal Arts program,Language and Liberal Arts program,università degli studi di padova,,,Università degli Studi di Padova,Università degli Studi di Padova,,,Italy,"Padova, Padova",Italy,Italy,,,-250318.0,università degli studi di padova,-250318.0,università degli studi di padova,0.97191,
1730,-8938523330180318971,2064423131,False,False,False,linkedin.com/in/charlotte-li-a077b2102,California State Polytechnic University-Pomona,2003-01-01,2005-01-31,Master,4,Engineering,1,Master's degree,Computer Science,california state polytechnic university pomona,"California State Polytechnic University, Pomona",,California State Polytechnic University Pomona,California State Polytechnic University Pomona,,,United States,"Pomona, CA",United States,,,345.0,-753923.0,california state polytechnic university pomona,-753923.0,california state polytechnic university pomona,-0.768794,
1731,6565870151898363107,108063750,False,False,False,linkedin.com/in/josephkovach,,2007-01-01,2010-01-31,empty,0,empty,1,,,,,,,,,,,,,,,,,,,,,"1st Trumpet player for UCLA Marching Band, and trumpeter in Symphonic Band, Symphony Orchestra, and Wind Ensemble. Former member of Sigma Phi Epsilon Fraternity with positions of Mom's Day Chair and GAMMA representative, and Vice President of Risk Management for UCLA Inter-Fraternity Council. Director of Marketing for JazzReggae Festival 2012-2013 and Public Relations staff member on the Undergraduate Business Society. Snowboarder on the UCLA Ski & Snowboard team."
1732,6301155832495467861,602647019,False,False,False,linkedin.com/in/sonjalegenstein,,2018-01-01,2019-01-31,empty,0,empty,1,,,,,,,,,,,,,,,,,,,,,Trained on Ashtanga Yoga on an individual 1:1 basis by my teachers & 20 classes (2-3 hours each) taught on my own as part of the apprenticeship Now teaching Ashtanga Yoga Mysore Style and Ashtanga Led Primary at our shala in Fitzwilliam Street Upper on a regular basis.
1733,-2112069031551113950,664237380,False,False,False,linkedin.com/in/vivekanmastandrea,IS Aix-en-Provence,2015-01-01,2015-01-01,empty,0,empty,3,,Language certification,is aix en provence,,,,is aix en provence,,,,,,,,,-1233791.0,columbia university,-1233791.0,columbia university in the city of new york,0.969346,
1734,-3860551061979896779,841744036,False,False,False,linkedin.com/in/itsstephlin,University of Sussex,,,empty,0,empty,1,Mass Media Communications and International Business,,university of sussex,,University of Sussex,University of Sussex,University of Sussex,,,United Kingdom,"Brighton, East Sussex",United Kingdom,United Kingdom,161.0,,-926048.0,university of sussex,-926048.0,university of sussex,0.970306,Activities and Societies: University of California Education Abroad Program (UCEAP)
1735,1458428367889260507,132799318,False,False,False,linkedin.com/in/richardwpan,Simon Fraser University,,,Bachelor,3,Engineering,1,Bachelor's degree,Computer Science,simon fraser university,,Simon Fraser University,Simon Fraser University,Simon Fraser University,https://www.linkedin.com/school/simon-fraser-university/,linkedin.com/school/simon-fraser-university,Canada,"Burnaby, BC",Canada,Canada,284.0,,-588989.0,simon fraser university,-588989.0,simon fraser university,0.960734,
1736,4842343157700475688,466308789,False,False,False,linkedin.com/in/yulia-kholtobina-5b12611b3,Mendeleev University of Chemical Technology of Russia,2014-01-01,2017-01-31,Bachelor,3,empty,2,Bachelor's degree,Chemical Technology/Technician,mendeleev university of chemical technology of russia,,,Mendeleev University of Chemical Technology of Russia,Mendeleev University of Chemical Technology of Russia,,,Russia,Moscow,,Russia,,,,,,,,
1737,-5480069267608842567,296655831,False,False,False,linkedin.com/in/jack-oswald-2288a6b1,De La Salle High School,,,High School,1,empty,1,High School Diploma,,de la salle high school,,,,de la salle high school,,,,,United States,,,,-745092.0,de la salle high school,-745092.0,,-0.415698,
1738,-825837156277763778,298211611,False,False,False,linkedin.com/in/shirin-aminabadi-2a251966,California State University-Fresno,2009-01-01,2011-01-31,empty,0,empty,1,,,california state university fresno,"California State University, Fresno",,California State University Fresno,California State University Fresno,,,United States,"Fresno, ca",United States,,,339.0,-1262270.0,california state university fresno,-1262270.0,california state university fresno,-0.823372,
1739,8621849728779292807,213131738,False,False,False,linkedin.com/in/deepalichaudharise,,,,empty,0,empty,1,,,,,,,,,,,,,,,,,,,,,Activities and Societies: Inter College Football team
1740,-2308909863270481031,270885687,False,False,False,linkedin.com/in/cyrilelkayem,ESA BUSINESS SCHOOL,2002-01-01,2004-01-31,empty,0,empty,1,,,esa business school,,,University La Sagesse,University La Sagesse,,,,,Lebanon,,,,-640634.0,esa business school,-640634.0,école supérieure des affaires,-0.358284,
1741,-2968961808299797192,204823451,False,False,False,linkedin.com/in/rjamescupelli,NYU Stern School of Business,2008-01-01,2011-01-31,empty,0,empty,2,,,nyu stern school of business,,,,nyu stern school of business,,,,,United States,,,,-1096677.0,nyu stern school of business,-1165410.0,new york university,,
1742,6896370378507965527,425606148,False,False,False,linkedin.com/in/anupriya0028,Carnegie Mellon University,2021-01-01,2023-01-31,Master,4,empty,3,Master of Design,Interaction Design,carnegie mellon university,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,,,United States,"Pittsburgh, PA",United States,United States,28.0,20.0,-22143844.0,carnegie mellon university,-22143844.0,carnegie mellon university,0.972752,
1743,-2510329802812696777,480881331,False,False,False,linkedin.com/in/iliia-kuzmina-13314ab4,Saint Petersburg State University,2013-01-01,2017-01-31,Bachelor,3,Engineering,1,Bachelor's Degree,Software Engineering,saint petersburg state university,,Saint Petersburg State University,Saint Petersburg State University,Saint Petersburg State University,,,,,Russia,,768.0,,,,,,,
1744,-3718387304232103850,480954099,False,False,False,linkedin.com/in/christopher-ling-b56875b1,San Francisco State University,2010-01-01,2014-01-31,Bachelor,3,Business,1,Bachelor's Degree,Business Marketing,san francisco state university,San Francisco State University,,San Francisco State University,San Francisco State University,,,United States,"San Francisco, ca",United States,United States,,478.0,-533462.0,san francisco state university,-533462.0,san francisco state university,-0.605584,
1745,7900973835493418623,379102807,False,False,False,linkedin.com/in/salmanmohiuddin,York University,2001-01-01,2006-01-31,empty,0,empty,1,,,york university,,York University,York University,York University,https://ca.linkedin.com/school/york-university/,linkedin.com/school/york-university,Canada,"Toronto, on",Canada,Canada,506.0,,-137404.0,york university,-137404.0,york university,0.942668,
1746,1483177553103387910,495631675,False,False,False,linkedin.com/in/rbpalmerin,,,,empty,0,empty,2,,,,,,,,,,,,,,,,,,,,,
1747,-1237549254587893571,70252364,False,False,False,linkedin.com/in/maiacybelle,The School of the Art Institute of Chicago,,,Master,4,empty,3,Master of Fine Arts - MFA,,the school of the art institute of chicago,School of the Art Institute of Chicago,,School of the Art Institute of Chicago,School of the Art Institute of Chicago,https://www.linkedin.com/school/school-of-the-art-institute-of-chicago/,linkedin.com/school/school-of-the-art-institute-of-chicago,,,,United States,,343.0,-1453030.0,school of the art institute of chicago,-1453030.0,school of the art institute of chicago,-0.4615,
1748,803083769386288730,442288394,False,False,False,linkedin.com/in/abigail-chen-75841a19a,Carnegie Mellon University,2019-01-01,2022-01-31,Bachelor,3,empty,1,Bachelor of Science - BS,Artificial Intelligence,carnegie mellon university,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,,,United States,"Pittsburgh, PA",United States,United States,28.0,20.0,-22143844.0,carnegie mellon university,-22143844.0,carnegie mellon university,0.972752,
1749,-2355257321768106123,328872107,False,False,False,linkedin.com/in/jacquiemccarley,UC Santa Cruz,,,empty,0,empty,1,,,uc santa cruz,"University of California, Santa Cruz","University of California, Santa Cruz",University of California Santa Cruz,University of California Santa Cruz,,,,,,,208.0,256.0,-1200475.0,university of california santa cruz,-1200475.0,university of california santa cruz,0.947652,
1750,4722965084896212480,992366808,False,False,False,linkedin.com/in/kefayetakash,United International University,,,empty,0,Engineering,2,CSE,"Computer Programming, Specific Applications",united international university,,,United International University,United International University,https://www.linkedin.com/school/uiuinfo/,linkedin.com/school/uiuinfo,Bangladesh,"Badda, Dhaka",Bangladesh,Bangladesh,,,-772179.0,united international university,-772179.0,united international university,-0.906702,
1751,-8904069723545935236,887174708,False,False,False,linkedin.com/in/tanveer-faisal-aab41a179,Southern Cross University,2018-01-01,2023-01-31,Bachelor,3,Engineering,1,Bachelor's degree,Computer Software Engineering,southern cross university,,Southern Cross University,Southern Cross University,Southern Cross University,,,Australia,"East Lismore, New South Wales",Australia,Australia,779.0,,-812570.0,southern cross university,-812570.0,southern cross university,0.932734,
1752,4523303164536781780,873718999,False,False,False,linkedin.com/in/ichioka,Susquehanna University,2015-01-01,2016-01-01,empty,0,Finance,2,International Exchange,Finance,susquehanna university,Susquehanna University,,Susquehanna University,Susquehanna University,https://www.linkedin.com/school/susquehannau/,linkedin.com/school/susquehannau,United States,"Selinsgrove, PA",United States,United States,,216.0,-269827.0,susquehanna university,-269827.0,susquehanna university,-0.570198,
1753,-63573138397349078,32320948,False,False,False,linkedin.com/in/evamao,New York University,2016-01-01,2020-01-31,empty,0,empty,2,,,new york university,New York University,New York University,New York University,New York University,,,United States,"New York, NY",United States,United States,26.0,27.0,-1165410.0,new york university,-1165410.0,new york university,0.966242,
1754,-3479799529127239648,400985770,False,False,False,linkedin.com/in/seanacassidy,Rochester Institute of Technology,2006-01-01,2010-01-01,Bachelor,3,Engineering,1,Bachelors of Science,Computer Engineering,rochester institute of technology,Rochester Institute of Technology,Rochester Institute of Technology,Rochester Institute of Technology,Rochester Institute of Technology,https://www.linkedin.com/school/rochester-institute-of-technology/,linkedin.com/school/rochester-institute-of-technology,United States,"Rochester, NY",United States,United States,943.0,161.0,-269760.0,rochester institute of technology,-269760.0,rochester institute of technology,0.844396,
1755,4614876722088748871,13153259,False,False,False,linkedin.com/in/marcelojimenezr,California Polytechnic State University-San Luis Obispo,,,Bachelor,3,Engineering,2,Bachelor of Science - BS,Computer Science,california polytechnic state university san luis obispo,"California Polytechnic State University, San Luis Obispo",,California Polytechnic State University San Luis Obispo,California Polytechnic State University San Luis Obispo,https://www.linkedin.com/school/california-polytechnic-state-university-san-luis-o/,linkedin.com/school/california-polytechnic-state-university-san-luis-o,United States,"San Luis Obispo, ca",United States,,,202.0,-292977.0,california polytechnic state university san luis obispo,-292977.0,california polytechnic state university san luis obispo,-0.657874,
1756,-8903347283507721380,344599139,False,False,False,linkedin.com/in/kevinkalinowski,Carleton College,,,Bachelor,3,empty,2,Bachelor of Arts (B.A.),Japanese Language and Literature,carleton college,Carleton College,,Carleton College,Carleton College,,,United States,"Northfield, mn",United States,United States,,36.0,-812660.0,carleton college,-812660.0,carleton college,-0.234308,
1757,-2872603381444484407,33723829,False,False,False,linkedin.com/in/nikhil-singhal-99552b156,Massachusetts Institute of Technology,2017-01-01,2021-01-01,Bachelor,3,empty,2,Bachelor of Science - BS,,massachusetts institute of technology,Massachusetts Institute of Technology,Massachusetts Institute of Technology,Massachusetts Institute of Technology,Massachusetts Institute of Technology,https://www.linkedin.com/school/mit/,linkedin.com/school/mit,United States,"Cambridge, ma",United States,United States,5.0,2.0,-15576215.0,massachusetts institute of technology,-15576215.0,massachusetts institute of technology,0.971746,
1758,-3294395142000624805,996843129,False,False,False,linkedin.com/in/m%C3%B3nica-villanueva-b7834a178,"Universidad Iberoamericana, Ciudad de México",1991-01-01,1992-01-01,empty,0,empty,2,Diplomado en Derecho Familiar y Sucesiones,Psicología,universidad iberoamericana ciudad de méxico,,,Universidad Iberoamericana,Universidad Iberoamericana,https://mx.linkedin.com/school/universidad-iberoamericana-ciudad-de-m%C3%A9xico/,linkedin.com/school/universidad-iberoamericana-ciudad-de-m%C3%A9xico,,,Mexico,Dominican Republic,,,,,,,,
1759,3416404024495974479,270450746,False,False,False,linkedin.com/in/chefwadeyoder,California Culinary Academy,2003-01-01,2005-01-31,Associate,2,Business,1,Associate of Arts (A.A.),"Restaurant, Culinary, and Catering Management/Manager",california culinary academy,,,,california culinary academy,,,,,,,,,,,,,,
1760,1115586702381602950,654008915,False,False,False,linkedin.com/in/christelle-kouam-88031aaa,ESSTIC,2012-01-01,2014-01-01,empty,0,Marketing,2,Licence,communication et marketing,esstic,,,,esstic,,,,,,,,,,,,,,"stratégie marketing, étude de marché, stratégie de communication, publicité et autres"
1761,5657524307773809943,505822748,False,False,False,linkedin.com/in/brandon-zhang-2b30736a,Cornell University,2016-01-01,2016-01-01,Master,4,Engineering,3,Master of Engineering (M.Eng.),Computer Science,cornell university,Cornell University,Cornell University,Cornell University,Cornell University,https://www.linkedin.com/school/cornell-university/,linkedin.com/school/cornell-university,United States,"Chicago, Illinois",United States,United States,19.0,9.0,-743706.0,cornell university,-743706.0,cornell university,0.964324,"Activities and Societies: Physics Team, Spanish Honor Society, Chemistry Society, Varsity Football, Varsity Track & Field"
1762,46189470545163268,299038245,False,False,False,linkedin.com/in/carlee-gomes-31404953,"University of California, Berkeley",,,Master,4,Engineering,2,Post Graduate BASE Certification,"BASE Program, Business for Arts, Sciences, and Engineering",university of california berkeley,"University of California, Berkeley","University of California, Berkeley",University of California Berkeley,University of California Berkeley,https://www.linkedin.com/school/uc-berkeley/,linkedin.com/school/uc-berkeley,United States,"Berkeley, CA",United States,,7.0,34.0,-922326.0,university of california berkeley,-922326.0,university of california berkeley,0.969104,
1763,279870288912576671,416789395,False,False,False,linkedin.com/in/louislafair,Stanford University,2014-01-01,2018-01-31,empty,0,empty,1,,,stanford university,Stanford University,Stanford University,Stanford University,Stanford University,https://www.linkedin.com/school/stanford-university/,linkedin.com/school/stanford-university,United States,"Stanford, CA",United States,United States,2.0,4.0,-237244.0,stanford university,-237244.0,stanford university,0.972616,
1764,4787927183425653383,198416805,False,False,False,linkedin.com/in/sudhanwa-sardeshpande,,,,empty,0,empty,1,,,,,,,,,,,,,,,,,,,,,Bachelor of Engineering (Computer Sciences)
1765,-60084053052269414,467514789,False,False,False,linkedin.com/in/sharonng2,,,,empty,0,empty,1,,,,,,,,,,,,,,,,,,,,,Badminton High School All American FBLA Business Law State Finalist
1766,8125954106299260780,58748140,False,False,False,linkedin.com/in/vsrixyz,General Assembly,,,empty,0,empty,3,UX design,,general assembly,,,,general assembly,https://www.linkedin.com/school/george-brown-college-continuing-education/,linkedin.com/school/george-brown-college-continuing-education,,,United States,,,,-610241.0,general assembly,-610241.0,,-0.243236,
1767,-500443888454448890,242368140,False,False,False,linkedin.com/in/briannalmartinez,FIDM,2013-01-01,2016-01-31,empty,0,empty,1,,,fidm,,,,fidm,,,,,United States,,,,-1312187.0,fidm,-1312187.0,fidm fashion institute of design merchandising los angeles,-0.819508,
1768,-5547908049006837423,66692897,False,False,False,linkedin.com/in/benjamin-jaton,IMAC Engineering School,1997-01-01,2000-01-31,empty,0,empty,1,,,imac engineering school,,,,imac engineering school,,,,,,,,,-4221621.0,ingénieur imac,-4221621.0,,-0.73699,Specialty: Mathematics
1769,5370264649433007711,515618006,False,False,False,linkedin.com/in/megmul,Lund University,2021-01-01,2021-01-31,empty,0,Law,4,AI & Law,Law,lund university,,Lund University,Lund University,Lund University,,,,,Sweden,,104.0,,-1204073.0,lund university,-1204073.0,lunds universitet,0.964968,
